ILTCourseCode,ClassCode,ClassStartDate,ClassEndDate,TimeZone,ClassName,Instructor,Provider,Minimum,Maximum,EstimatedCredits,Contact,Waitlist,Location
Technical_Basic PLC (Omron),Technical_Basic PLC (Omron) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Basic PLC Programing (Omron) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Basic PLC (Omron),Technical_Basic PLC (Omron)-0001,08/25/2021 13:00:00.000,08/25/2021 22:00:00.000,America/Chicago,Offering of Basic PLC Programing (Omron),,ILT Content,,8,,,1,Bldg_2_Room_207
Technical_Basic PLC (Omron),Technical_Basic PLC (Omron)-0002,08/26/2021 13:00:00.000,08/26/2021 22:00:00.000,America/Chicago,Offering of Basic PLC Programing (Omron),,ILT Content,,8,,,1,Bldg_2_Room_207
Technical_Electrical Level 1 Lab (Ranken),Technical_Electrical Level 1 Lab (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Electrical Level 1 Lab for Amatrol (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Electrical Level 2 Lab (Ranken),Technical_Electrical Level 2 Lab (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Electrical Level 2 Lab for Amatrol (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Fanuc Level I (Ranken),Technical_Fanuc Level I (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Fanuc Robotics Basic - Level I (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Fanuc Level I (Ranken),Technical_Fanuc Level I (Ranken)-0001,07/19/2021 13:00:00.000,07/22/2021 22:00:00.000,America/Chicago,Offering of Fanuc Robotics - Level I (Ranken),,ILT Content,,8,115200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Technical_Fanuc Level I (Ranken),Technical_Fanuc Level I (Ranken)-0002,07/26/2021 13:00:00.000,07/29/2021 22:00:00.000,America/Chicago,Offering of Fanuc Robotics - Level I (Ranken),,ILT Content,,8,115200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Technical_Fanuc Level I (Ranken),Technical_Fanuc Level I (Ranken)-0003,08/23/2021 13:00:00.000,08/26/2021 22:00:00.000,America/Chicago,Offering of Fanuc Robotics - Level 2 (Ranken),,ILT Content,,8,115200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Technical_Fanuc Level I (Ranken),Technical_Fanuc Level I (Ranken)-0004,08/30/2021 13:00:00.000,02/09/2021 22:00:00,America/Chicago,Offering of Fanuc Robotics - Level 2 (Ranken),,ILT Content,,8,115200,AGG.University@dummydata.com,1,Bldg_2_Room_207
Technical_Fanuc Level II (Ranken),Technical_Fanuc Level II (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Fanuc Robotics Intermediate - Level II (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Fanuc Level III (Ranken),Technical_Fanuc Level III (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Fanuc Robotics Advanced - Level III (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Intermediate PLC (Omron),Technical_Intermediate PLC (Omron) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Intermediate PLC Programming (Omron) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Mechanical Level 1 Lab (Ranken),Technical_Mechanical Level 1 Lab (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Mechanical Level 1 Lab for Amatrol (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Mechanical Level 2 Lab (Ranken),Technical_Mechanical Level 2 Lab (Ranken) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Mechanical Level 2 Lab for Amatrol (Ranken) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Metallurgy of Die Casting Alloys (vendor),Technical_Metallurgy of Die Casting Alloys (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Metallurgy of Die Casting Alloys Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_Oxyacetylene Welding (vendor),Technical_Oxyacetylene Welding (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Oxyacetylene Welding Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technical_PQ2 (vendor),Technical_PQ2 (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,PQ2 Class,,ILT Content,,,,,1,Bldg_2_Room_207
Technician Type Universal (vendor),Technician Type Universal (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Technician Type Universal Class,,ILT Content,,,,,1,Bldg_2_Room_207
AGG Activity,AGG Activity Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,In-House Monozukuri - TPS Class,,ILT Content,,,,,1,Bldg_2_Room_207
AGGNA_Legal Compliance Training (GM's & Above),AGGNA_Legal Compliance Training (GM's & Above) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Legal Compliance Training (GM's & Above) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Time Management Workshop (MAC),Time Management Workshop (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Time Management Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
Traceability in Manufacturing using RFID - BAL - L,Traceability in Manufacturing using RFID - BAL - L Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Traceability in Manufacturing using RFID - BAL - LUFF Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_Forklift Instructor,Train the Trainer_Forklift Instructor Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Forklift Instructor Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_Intro to AGG Facilitator Certification,Train the Trainer_Intro to AGG Instructor Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Intro to AGG Instructor Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_Kiken Yochi Instructor,Train the Trainer_Kiken Yochi Instructor Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Kiken Yochi: Instructor Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_Overhead Crane Instructor,Train the Trainer_Overhead Crane Instructor Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Overhead Crane Instructor Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_Scissor & Boom Instructor,Train the Trainer_Scissor & Boom Instructor Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Scissor & Boom Instructor Class,,ILT Content,,,,,1,Bldg_2_Room_207
Train the Trainer_TWI Job Instruction Instructor (40-hr cert.),Train the Trainer_TWI Job Instruction Instructor (40-hr. cert) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,TWI Job Instruction Instructor (TWI Institute) Class,,ILT Content,,,,,1,Bldg_2_Room_207
Work Keys (vendor),Work Keys (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Work Keys Profile Class,,ILT Content,,,,,1,Bldg_2_Room_207
Working As A High Performance Team (MAC),Working As A High Performance Team (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Working As A High Performance Team Class,,ILT Content,,,,,1,Bldg_2_Room_207
Working Through Conflict (MAC),Working Through Conflict (MAC) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,Working Through Conflict Workshop Class,,ILT Content,,,,,1,Bldg_2_Room_207
XRC Basic Programming using VRC (vendor),XRC Basic Programming using VRC (vendor) Class,01/31/2008 00:00:00.000,01/31/2008 01:00:00.000,America/New_York,XRC Basic Programming using VRC Class,,ILT Content,,,,,1,Bldg_2_Room_207
